year,week_num,home_abbr,vis_abbr,home_penalty_count,home_penalty_yards,visitor_penalty_count,visitor_penalty_yards,ref_lname,ref_fname,umpire_lname,umpire_fname,down_judge_lname,down_judge_fname,line_judge_lname,line_judge_fname,side_judge_lname,side_judge_fname,back_judge_lname,back_judge_fname,field_judge_lname,field_judge_fname,head_linesman_lname,head_linesman_fname
2014,2,GB,NYJ,3,34,7,82,Anderson,Walt,Rice,Jeff,not_given,not_given,Boston,Byron,Meyer,Greg,Miles,Terrence,Hall,Eugene,Stelljes,Steve
2014,2,IND,PHI,4,70,11,90,McAulay,Terry,Neale,Bryan,not_given,not_given,Stephan,Tom,Coleman,James,Steed,Gregory,Prioleau,Dyrol,Bradley,Greg
2014,2,LAC,SEA,6,53,8,53,Morelli,Peter,Jenkins,Darrell,not_given,not_given,Johnson,Carl,Vernatchi,Rob,Shaw,Dale,Horton,Buddy,McKenzie,Dana
2014,2,LV,HOU,5,24,7,85,Allen,Brad,Bryan,Fred,not_given,not_given,Symonette,Thomas,Hill,Tom,Ferguson,Keith,Rosenbaum,Doug,Mello,Jim
2014,2,MIN,NE,7,58,15,163,Corrente,Tony,Ferrell,Dan,not_given,not_given,Lewis,Darryll,Hochuli,Shawn,Wilson,Gregory,Cavaletto,Gary,Hayward,George
2014,2,NYG,ARI,9,70,7,71,Parry,John,Pellis,Mark,not_given,not_given,Mapp,Julian,Larrew,Joe,Paganelli,Perry,Lucivansky,Jon,Bowers,Derick
2014,2,SF,CHI,16,118,10,58,Cheffers,Carl,Wash,Undrey,not_given,not_given,Seeman,Jeff,Hayes,Laird,Prukop,Todd,Freeman,Brad,Payne,Kent
2014,2,TB,LAR,4,30,5,65,Triplette,Jeff,Hannah,Butch,not_given,not_given,Bergman,Jeff,Cheek,Boris,Freeman,Steve,Kemp,Alex,McGrath,John
2014,2,TEN,DAL,5,30,4,25,Coleman,Walt,Schuster,Bill,not_given,not_given,Spanier,Michael,Banks,Michael,Martinez,Rich,Gautreaux,Greg,Bergman,Jerry
2014,2,WAS,JAX,11,98,6,44,Torbert,Ronald,Paganelli,Carl,not_given,not_given,Steinkerchner,Mark,Edwards,Scott,Yette,Greg,Anderson,Barry,Howey,Jim
2014,3,ARI,SF,5,36,9,107,Steratore,Gene,Stritesky,Bruce,not_given,not_given,Arthur,Gary,Weatherford,Mike,Paganelli,Dino,Waggoner,Bob,Mackie,Wayne
2014,3,ATL,TB,5,50,11,110,Wrolstad,Craig,Ellison,Roy,not_given,not_given,Symonette,Thomas,Lamberth,Jeff,Dyer,Lee,Zimmer,Steve,Hittner,Mark
2014,3,BUF,LAC,11,110,6,44,Parry,John,Pellis,Mark,not_given,not_given,Mapp,Julian,Larrew,Joe,Paganelli,Perry,Lucivansky,Jon,Bowers,Derick
2014,3,CAR,PIT,7,105,11,91,Torbert,Ronald,Paganelli,Carl,not_given,not_given,Steinkerchner,Mark,Edwards,Scott,Yette,Greg,Anderson,Barry,Howey,Jim
2014,3,CIN,TEN,7,50,11,99,Allen,Brad,Bryan,Fred,not_given,not_given,Podraza,Tim,Hill,Tom,Helverson,Scott,Rosenbaum,Doug,Mello,Jim
2014,3,CLE,BAL,12,94,5,32,Leavy,Bill,Brown,Chad,not_given,not_given,Perlman,Mark,Novak,Scott,Ferguson,Keith,Buchanan,Jimmy,Hittner,Mark
2014,3,DET,GB,6,40,5,30,Cheffers,Carl,Wash,Undrey,not_given,not_given,Seeman,Jeff,Hayes,Laird,Prukop,Todd,Freeman,Brad,Payne,Kent
2014,3,JAX,IND,2,15,8,46,Coleman,Walt,Schuster,Bill,not_given,not_given,Spanier,Michael,Banks,Michael,Martinez,Rich,Gautreaux,Greg,German,Jerry
2014,3,LAR,DAL,8,119,3,15,Blakeman,Clete,Fowler,Ruben,not_given,not_given,Marinucci,Ron,Patterson,Rick,Patrick,Steve,Meslow,David,Turner,Patrick
2014,3,MIA,KC,6,65,4,23,Triplette,Jeff,Hannah,Butch,not_given,not_given,Bergman,Jeff,Cheek,Boris,Freeman,Steve,Kemp,Alex,McGrath,John
2014,3,NE,LV,6,59,6,49,Morelli,Peter,Ellison,Roy,not_given,not_given,Johnson,Carl,Vernatchi,Rob,Shaw,Dale,Horton,Buddy,McKenzie,Dana
2014,3,NO,MIN,4,30,5,44,Anderson,Walt,Rice,Jeff,not_given,not_given,Boston,Byron,Meyer,Greg,Miles,Terrence,Hall,Eugene,Stelljes,Steve
2014,3,NYG,HOU,4,31,5,40,McAulay,Terry,Neale,Bryan,not_given,not_given,Stephan,Tom,Coleman,James,Steed,Gregory,Prioleau,Dyrol,Bradley,Greg
2014,3,NYJ,CHI,6,78,9,95,Boger,Jerome,Michalek,Tony,not_given,not_given,Walker,Ed,Baynes,Allen,Steratore,Tony,Brown,Terry,Stabile,Tom
2014,3,PHI,WAS,9,70,10,131,Corrente,Tony,Ferrell,Dan,not_given,not_given,Lewis,Darryll,Hochuli,Shawn,Wilson,Gregory,Cavaletto,Gary,Hayward,George
2014,3,SEA,DEN,7,34,4,27,Vinovich,Bill,King,Paul,not_given,not_given,Baynes,Rusty,DeBell,Jimmy,Quirk,Jim,Jenkins,John,McKinnely,Phil
2014,4,BAL,CAR,4,40,7,59,Wrolstad,Craig,Ellison,Roy,not_given,not_given,Podraza,Tim,Lamberth,Jeff,Dyer,Lee,Zimmer,Steve,Hittner,Mark
2014,4,CHI,GB,6,46,9,70,McAulay,Terry,Neale,Bryan,not_given,not_given,Stephan,Tom,Coleman,James,Steed,Gregory,Prioleau,Dyrol,Bradley,Greg
2014,4,DAL,NO,6,50,3,20,Steratore,Gene,Stritesky,Bruce,not_given,not_given,Arthur,Gary,Cheek,Boris,Paganelli,Dino,Waggoner,Bob,Mackie,Wayne
2014,4,HOU,BUF,8,90,8,40,Vinovich,Bill,King,Paul,not_given,not_given,Baynes,Rusty,DeBell,Jimmy,Quirk,Jim,Jenkins,John,McKinnely,Phil
2014,4,IND,TEN,11,88,6,68,Boger,Jerome,Michalek,Tony,not_given,not_given,Walker,Ed,Baynes,Allen,Steratore,Tony,Brown,Terry,Stabile,Tom
2014,4,KC,NE,4,35,3,30,Parry,John,Pellis,Mark,not_given,not_given,Mapp,Julian,Larrew,Joe,Paganelli,Perry,Lucivansky,Jon,Bowers,Derick
2014,4,LAC,JAX,7,57,3,32,Blakeman,Clete,Fowler,Ruben,not_given,not_given,Marinucci,Ron,Patterson,Rick,Patrick,Steve,Meslow,David,Veteri,Tony
2014,4,LV,MIA,9,80,5,35,Leavy,Bill,Bryan,Fred,not_given,not_given,Perlman,Mark,Novak,Scott,Ferguson,Keith,Buchanan,Jimmy,McGrath,John
2014,4,MIN,ATL,6,40,5,50,Torbert,Ronald,Paganelli,Carl,not_given,not_given,Steinkerchner,Mark,Edwards,Scott,Yette,Greg,Anderson,Barry,Howey,Jim
2014,4,NYJ,DET,6,32,5,33,Coleman,Walt,Schuster,Bill,not_given,not_given,Spanier,Michael,Banks,Michael,Martinez,Rich,Gautreaux,Greg,Bergman,Jerry
2014,4,PIT,TB,13,125,9,50,Anderson,Walt,Rice,Jeff,not_given,not_given,Boston,Byron,Meyer,Greg,Miles,Terrence,Hall,Eugene,Stelljes,Steve
2014,4,SF,PHI,10,80,10,70,Hochuli,Ed,Hall,Richard,not_given,not_given,Hussey,John,Washington,Keith,Helverson,Scott,Hill,Adrian,Turner,Patrick
2014,4,WAS,NYG,11,88,7,66,Cheffers,Carl,Wash,Undrey,not_given,not_given,Seeman,Jeff,Hayes,Laird,Prukop,Todd,Freeman,Brad,Payne,Kent
2014,5,CAR,CHI,3,30,10,79,Corrente,Tony,Ferrell,Dan,not_given,not_given,Lewis,Darryll,Hochuli,Shawn,Wilson,Gregory,Cavaletto,Gary,Hayward,George
2014,5,DAL,HOU,7,56,5,35,Morelli,Peter,Jenkins,Darrell,not_given,not_given,Johnson,Carl,Vernatchi,Rob,Shaw,Dale,Horton,Buddy,McKenzie,Dana
2014,5,DEN,ARI,7,67,3,15,Leavy,Bill,Fowler,Ruben,not_given,not_given,Perlman,Mark,Novak,Scott,Ferguson,Keith,Buchanan,Jimmy,Mackie,Wayne
2014,5,DET,BUF,8,62,11,74,Wrolstad,Craig,Ellison,Roy,not_given,not_given,Podraza,Tim,Lamberth,Jeff,Dyer,Lee,Zimmer,Steve,Hittner,Mark
2014,5,GB,MIN,5,30,9,91,Allen,Brad,Hannah,Butch,not_given,not_given,Symonette,Thomas,Hill,Tom,Paganelli,Perry,Rosenbaum,Doug,Mello,Jim
2014,5,IND,BAL,6,83,5,36,Anderson,Walt,Rice,Jeff,not_given,not_given,Boston,Byron,Meyer,Greg,Miles,Terrence,Hall,Eugene,Stelljes,Steve
2014,5,JAX,PIT,4,34,7,50,McAulay,Terry,Neale,Bryan,not_given,not_given,Stephan,Tom,Coleman,James,Steed,Gregory,Prioleau,Dyrol,Bradley,Greg
2014,5,LAC,NYJ,5,76,12,94,Torbert,Ronald,Paganelli,Carl,not_given,not_given,Steinkerchner,Mark,Edwards,Scott,Yette,Greg,Anderson,Barry,Howey,Jim
2014,5,NE,CIN,12,114,4,37,Boger,Jerome,Michalek,Tony,not_given,not_given,Walker,Ed,Baynes,Allen,Steratore,Tony,Brown,Terry,Stabile,Tom
2014,5,NO,TB,6,50,15,113,Cheffers,Carl,Wash,Undrey,not_given,not_given,Seeman,Jeff,Hayes,Laird,Prukop,Todd,Freeman,Brad,Payne,Kent
2014,5,NYG,ATL,3,15,8,81,Hochuli,Ed,Hall,Richard,not_given,not_given,Hussey,John,Washington,Keith,Helverson,Scott,Hill,Adrian,Veteri,Tony
2014,5,PHI,LAR,4,39,10,82,Vinovich,Bill,King,Paul,not_given,not_given,Baynes,Rusty,DeBell,Jimmy,Quirk,Jim,Jenkins,John,McKinnely,Phil
2014,5,SF,KC,2,10,4,29,Coleman,Walt,Schuster,Bill,not_given,not_given,Spanier,Michael,Banks,Michael,Martinez,Rich,Gautreaux,Greg,Bergman,Jerry
2014,5,TEN,CLE,7,68,7,74,Steratore,Gene,Stritesky,Bruce,not_given,not_given,Arthur,Gary,Patterson,Rick,Paganelli,Dino,Waggoner,Bob,Bowers,Derick
2014,5,WAS,SEA,3,30,13,90,Triplette,Jeff,Bryan,Fred,not_given,not_given,Bergman,Jeff,Cheek,Boris,Freeman,Steve,Kemp,Alex,McGrath,John
2014,6,ARI,WAS,14,108,6,62,Hochuli,Ed,Hall,Richard,not_given,not_given,Hussey,John,Washington,Keith,Helverson,Scott,Hill,Adrian,Turner,Patrick
2014,6,ATL,CHI,6,52,7,47,Anderson,Walt,Rice,Jeff,not_given,not_given,Boston,Byron,Meyer,Greg,Miles,Terrence,Hall,Eugene,Stelljes,Steve
2014,6,BUF,NE,8,107,9,60,Coleman,Walt,Schuster,Bill,not_given,not_given,Spanier,Michael,Banks,Michael,Martinez,Rich,Gautreaux,Greg,Bergman,Jerry
2014,6,CIN,CAR,13,119,8,60,Cheffers,Carl,Wash,Undrey,not_given,not_given,Seeman,Jeff,Hayes,Laird,Prukop,Todd,Freeman,Brad,Payne,Kent
2014,6,CLE,PIT,6,60,6,42,Morelli,Peter,Jenkins,Darrell,not_given,not_given,Johnson,Carl,Vernatchi,Rob,Shaw,Dale,Horton,Buddy,McKenzie,Dana
2014,6,HOU,IND,5,66,5,51,Torbert,Ronald,Paganelli,Carl,not_given,not_given,Steinkerchner,Mark,Edwards,Scott,Yette,Greg,Anderson,Barry,Howey,Jim
2014,6,LAR,SF,8,38,5,23,Wrolstad,Craig,Ellison,Roy,not_given,not_given,Podraza,Tim,Lamberth,Jeff,Dyer,Lee,Zimmer,Steve,Hittner,Mark
2014,6,LV,LAC,11,78,7,60,Corrente,Tony,Ferrell,Dan,not_given,not_given,Lewis,Darryll,Hochuli,Shawn,Wilson,Gregory,Cavaletto,Gary,Hayward,George
2014,6,MIA,GB,5,25,4,44,Vinovich,Bill,King,Paul,not_given,not_given,Baynes,Rusty,DeBell,Jimmy,Quirk,Jim,Jenkins,John,McKinnely,Phil
2014,6,MIN,DET,9,60,5,40,Parry,John,Pellis,Mark,not_given,not_given,Mapp,Julian,Larrew,Joe,Paganelli,Perry,Lucivansky,Jon,Bowers,Derick
2014,6,NYJ,DEN,2,9,11,101,Allen,Brad,Bryan,Fred,not_given,not_given,Symonette,Thomas,Hill,Tom,Steed,Gregory,Rosenbaum,Doug,Mello,Jim
2014,6,PHI,NYG,3,25,10,75,Blakeman,Clete,Fowler,Ruben,not_given,not_given,Marinucci,Ron,Patterson,Rick,Patrick,Steve,Meslow,David,Veteri,Tony
2014,6,SEA,DAL,9,58,6,46,Leavy,Bill,Stritesky,Bruce,not_given,not_given,Perlman,Mark,Novak,Scott,Ferguson,Keith,Buchanan,Jimmy,Mackie,Wayne
2014,6,TB,BAL,5,43,8,70,Boger,Jerome,Michalek,Tony,not_given,not_given,Walker,Ed,Baynes,Allen,Steratore,Tony,Waggoner,Bob,Stabile,Tom
2014,6,TEN,JAX,5,48,6,35,Triplette,Jeff,Hannah,Butch,not_given,not_given,Bergman,Jeff,Cheek,Boris,Freeman,Steve,Kemp,Alex,McGrath,John
2014,7,BAL,ATL,9,72,7,76,Cheffers,Carl,Wash,Undrey,not_given,not_given,Seeman,Jeff,Hayes,Laird,Prukop,Todd,Freeman,Brad,Payne,Kent
2014,7,BUF,MIN,8,48,7,50,Hochuli,Ed,Hall,Richard,not_given,not_given,Hussey,John,Washington,Keith,Helverson,Scott,Hill,Adrian,Turner,Patrick
2014,7,CHI,MIA,2,15,7,84,Morelli,Peter,Jenkins,Darrell,not_given,not_given,Johnson,Carl,Vernatchi,Rob,Shaw,Dale,Horton,Buddy,McKenzie,Dana
2014,7,DAL,NYG,6,46,6,40,Boger,Jerome,Michalek,Tony,not_given,not_given,Walker,Ed,Baynes,Allen,Steratore,Tony,Brown,Terry,Stabile,Tom
2014,7,DEN,SF,8,75,6,62,Parry,John,Pellis,Mark,not_given,not_given,Mapp,Julian,Larrew,Joe,Paganelli,Perry,Lucivansky,Jon,Bowers,Derick
2014,7,DET,NO,9,71,12,134,McAulay,Terry,Neale,Bryan,not_given,not_given,Stephan,Tom,Coleman,James,Steed,Gregory,Prioleau,Dyrol,Bradley,Greg
2014,7,GB,CAR,5,29,9,70,Triplette,Jeff,Hannah,Butch,not_given,not_given,Bergman,Jeff,Cheek,Boris,Freeman,Steve,Kemp,Alex,McGrath,John
2014,7,IND,CIN,8,57,4,20,Steratore,Gene,Stritesky,Bruce,not_given,not_given,Arthur,Gary,Edwards,Scott,Paganelli,Dino,Waggoner,Bob,Howey,Jim
2014,7,JAX,CLE,3,25,8,50,Corrente,Tony,Ferrell,Dan,not_given,not_given,Lewis,Darryll,Hochuli,Shawn,Dyer,Lee,Cavaletto,Gary,Hayward,George
2014,7,LAC,KC,4,49,7,73,Vinovich,Bill,King,Paul,not_given,not_given,Baynes,Rusty,DeBell,Jimmy,Quirk,Jim,Jenkins,John,McKinnely,Phil
2014,7,LAR,SEA,2,20,10,86,Allen,Brad,Bryan,Fred,not_given,not_given,Symonette,Thomas,Hill,Tom,Wilson,Gregory,Rosenbaum,Doug,Mello,Jim
2014,7,LV,ARI,8,74,6,43,Blakeman,Clete,Fowler,Ruben,not_given,not_given,Marinucci,Ron,Patterson,Rick,Patrick,Steve,Meslow,David,Veteri,Tony
2014,7,NE,NYJ,9,64,7,70,Leavy,Bill,Paganelli,Carl,not_given,not_given,Perlman,Mark,Novak,Scott,Ferguson,Keith,Buchanan,Jimmy,Mackie,Wayne
2014,7,PIT,HOU,6,38,4,20,Coleman,Walt,Schuster,Bill,not_given,not_given,Spanier,Michael,Banks,Michael,Martinez,Rich,Gautreaux,Greg,Bergman,Jerry
2014,7,WAS,TEN,7,50,11,96,Anderson,Walt,Rice,Jeff,not_given,not_given,Boston,Byron,Meyer,Greg,Miles,Terrence,Hall,Eugene,Stelljes,Steve
2014,8,ARI,PHI,10,95,11,103,Anderson,Walt,Rice,Jeff,not_given,not_given,Boston,Byron,Meyer,Greg,Miles,Terrence,Hall,Eugene,Stelljes,Steve
2014,8,ATL,DET,5,39,8,85,Morelli,Peter,Jenkins,Darrell,not_given,not_given,Johnson,Carl,Vernatchi,Rob,Shaw,Dale,Horton,Buddy,McKenzie,Dana
2014,8,CAR,SEA,4,20,7,41,Coleman,Walt,Schuster,Bill,not_given,not_given,Spanier,Michael,Banks,Michael,Martinez,Rich,Gautreaux,Greg,Bergman,Jerry
2014,8,CIN,BAL,6,40,7,51,Blakeman,Clete,Fowler,Ruben,not_given,not_given,Marinucci,Ron,Patterson,Rick,Patrick,Steve,Meslow,David,Veteri,Tony
2014,8,CLE,LV,6,30,8,54,Torbert,Ronald,Paganelli,Carl,not_given,not_given,Steinkerchner,Mark,Edwards,Scott,Yette,Greg,Anderson,Barry,Howey,Jim
2014,8,DAL,WAS,3,35,6,45,Corrente,Tony,Ferrell,Dan,not_given,not_given,Lewis,Darryll,Hochuli,Shawn,Wilson,Gregory,Cavaletto,Gary,Hayward,George
2014,8,DEN,LAC,9,71,7,77,McAulay,Terry,Neale,Bryan,not_given,not_given,Stephan,Tom,Coleman,James,Steed,Gregory,Prioleau,Dyrol,Bradley,Greg
2014,8,JAX,MIA,6,37,7,52,Boger,Jerome,Michalek,Tony,not_given,not_given,Walker,Ed,Baynes,Allen,Steratore,Tony,Brown,Terry,Stabile,Tom
2014,8,KC,LAR,7,51,8,68,Triplette,Jeff,Hannah,Butch,not_given,not_given,Bergman,Jeff,Cheek,Boris,Freeman,Steve,Kemp,Alex,McGrath,John
2014,8,NE,CHI,7,38,5,41,Allen,Brad,Bryan,Fred,not_given,not_given,Symonette,Thomas,Hill,Tom,Prukop,Todd,Rosenbaum,Doug,Mello,Jim
2014,8,NO,GB,4,35,8,84,Hochuli,Ed,Hall,Richard,not_given,not_given,Hussey,John,Washington,Keith,Helverson,Scott,Hill,Adrian,Turner,Patrick
2014,8,NYJ,BUF,10,90,7,49,Steratore,Gene,Stritesky,Bruce,not_given,not_given,Arthur,Gary,Hayes,Laird,Paganelli,Dino,Waggoner,Bob,McKinnely,Phil
2014,8,PIT,IND,10,59,5,43,Parry,John,Pellis,Mark,not_given,not_given,Mapp,Julian,Larrew,Joe,Paganelli,Perry,Lucivansky,Jon,Bowers,Derick
2014,8,TB,MIN,8,52,6,59,Wrolstad,Craig,Ellison,Roy,not_given,not_given,Podraza,Tim,Lamberth,Jeff,Dyer,Lee,Zimmer,Steve,Hittner,Mark
2014,8,TEN,HOU,6,61,4,35,Leavy,Bill,Wash,Undrey,not_given,not_given,Perlman,Mark,Novak,Scott,Ferguson,Keith,Buchanan,Jimmy,Mackie,Wayne
2014,9,CAR,NO,6,67,4,36,Blakeman,Clete,Fowler,Ruben,not_given,not_given,Marinucci,Ron,Patterson,Rick,Patrick,Steve,Meslow,David,Veteri,Tony
2014,9,CIN,JAX,6,40,3,35,Torbert,Ronald,Paganelli,Carl,not_given,not_given,Steinkerchner,Mark,Edwards,Scott,Yette,Greg,Anderson,Barry,Howey,Jim
2014,9,CLE,TB,7,44,4,33,McAulay,Terry,Neale,Bryan,not_given,not_given,Stephan,Tom,Coleman,James,Steed,Gregory,Prioleau,Dyrol,Bradley,Greg
2014,9,DAL,ARI,5,33,6,62,Wrolstad,Craig,Ellison,Roy,not_given,not_given,Podraza,Tim,Lamberth,Jeff,Dyer,Lee,Zimmer,Steve,Hittner,Mark
2014,9,HOU,PHI,9,54,7,55,Parry,John,Pellis,Mark,not_given,not_given,Mapp,Julian,Larrew,Joe,Paganelli,Perry,Lucivansky,Jon,Bowers,Derick
2014,9,KC,NYJ,3,20,5,40,Corrente,Tony,Ferrell,Dan,not_given,not_given,Lewis,Darryll,Hochuli,Shawn,Wilson,Gregory,Cavaletto,Gary,Hayward,George
2014,9,MIA,LAC,3,25,7,57,Allen,Brad,Bryan,Fred,not_given,not_given,Symonette,Thomas,Hill,Tom,Ferguson,Keith,Rosenbaum,Doug,Mello,Jim
2014,9,MIN,WAS,9,60,6,55,Steratore,Gene,Stritesky,Bruce,not_given,not_given,Arthur,Gary,Weatherford,Mike,Paganelli,Dino,Waggoner,Bob,Bergman,Jerry
2014,9,NE,DEN,9,71,10,72,Anderson,Walt,Rice,Jeff,not_given,not_given,Boston,Byron,Meyer,Greg,Miles,Terrence,Hall,Eugene,Stelljes,Steve
2014,9,NYG,IND,4,30,4,30,Cheffers,Carl,Wash,Undrey,not_given,not_given,Seeman,Jeff,Banks,Michael,Prukop,Todd,Freeman,Brad,Payne,Kent
2014,9,PIT,BAL,7,67,10,108,Vinovich,Bill,King,Paul,not_given,not_given,Baynes,Rusty,DeBell,Jimmy,Quirk,Jim,Jenkins,John,McKinnely,Phil
2014,9,SEA,LV,9,65,5,69,Hochuli,Ed,Hall,Richard,not_given,not_given,Hussey,John,Washington,Keith,Helverson,Scott,Hill,Adrian,Turner,Patrick
2014,9,SF,LAR,9,44,9,83,Boger,Jerome,Michalek,Tony,not_given,not_given,Walker,Ed,Baynes,Allen,Steratore,Tony,Brown,Terry,Stabile,Tom
2014,10,ARI,LAR,5,35,8,80,Torbert,Ronald,Paganelli,Carl,not_given,not_given,Steinkerchner,Mark,Edwards,Scott,Yette,Greg,Anderson,Barry,Howey,Jim
2014,10,BAL,TEN,5,40,9,67,Coleman,Walt,Schuster,Bill,not_given,not_given,Spanier,Michael,Banks,Michael,Martinez,Rich,Gautreaux,Greg,Bergman,Jerry
2014,10,BUF,KC,6,44,3,19,Allen,Brad,Bryan,Fred,not_given,not_given,Symonette,Thomas,Hill,Tom,Steratore,Tony,Rosenbaum,Doug,Mello,Jim
2014,10,CIN,CLE,7,55,6,62,Triplette,Jeff,Hannah,Butch,not_given,not_given,Bergman,Jeff,Cheek,Boris,Freeman,Steve,Kemp,Alex,McGrath,John
2014,10,DET,MIA,10,98,5,44,Leavy,Bill,Rice,Jeff,not_given,not_given,Perlman,Mark,Novak,Scott,Ferguson,Keith,Buchanan,Jimmy,Mackie,Wayne
2014,10,GB,CHI,5,50,11,163,Wrolstad,Craig,Ellison,Roy,not_given,not_given,Michalek,Tony,Podraza,Tim,Dyer,Lee,Zimmer,Steve,Hittner,Mark
2014,10,JAX,DAL,2,19,9,65,Parry,John,Pellis,Mark,not_given,not_given,Mapp,Julian,Larrew,Joe,Paganelli,Perry,Lucivansky,Jon,Bowers,Derick
2014,10,LV,DEN,4,37,12,95,Cheffers,Carl,Wash,Undrey,not_given,not_given,Seeman,Jeff,Meyer,Greg,Prukop,Todd,Freeman,Brad,Payne,Kent
2014,10,NO,SF,6,43,2,15,Vinovich,Bill,King,Paul,not_given,not_given,Baynes,Rusty,DeBell,Jimmy,Quirk,Jim,Jenkins,John,McKinnely,Phil
2014,10,NYJ,PIT,9,75,3,20,McAulay,Terry,Neale,Bryan,not_given,not_given,Stephan,Tom,Coleman,James,Steed,Gregory,Prioleau,Dyrol,Bradley,Greg
2014,10,PHI,CAR,5,50,4,30,Steratore,Gene,Stritesky,Bruce,not_given,not_given,Arthur,Gary,Weatherford,Mike,Paganelli,Dino,Waggoner,Bob,Hayward,George
2014,10,SEA,NYG,6,50,4,35,Morelli,Peter,Jenkins,Darrell,not_given,not_given,Johnson,Carl,Vernatchi,Rob,Shaw,Dale,Horton,Buddy,McKenzie,Dana
